Faculty,Course_Id,Course Name,CRN,Lec Lab Tut,Section,Tme_start,Time_end,MTWTF,Course Description,Seats Available,Enrollment,Waitlist Seats,Waitlist Enrolled,Term,Cedit Hours,Location,Instructor ,Tuition,Campus
JOUR,4002,Honours Project,17481,Ths,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,4856,Radio Workshop,17489,Ths,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,4856,Radio Workshop,24128,Ths,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,4856,Radio Workshop,24129,Ths,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,4857,Digital Reporting Workshop,17482,Ths,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,4857,Digital Reporting Workshop,24132,Ths,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,4857,Digital Reporting Workshop,24133,Ths,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,4858,Television Workshop,18492,Ths,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,4950,Narrative Nonfiction Workshop,17490,Ths,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,4950,Narrative Nonfiction Workshop,24136,Ths,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,4950,Narrative Nonfiction Workshop,24137,Ths,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,4954,Investigative Workshop,24152,Ths,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,4954,Investigative Workshop,24153,Ths,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,4956,Advanced Radio  Workshop,24140,Ths,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,4956,Advanced Radio  Workshop,24141,Ths,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,4958,Advanced Television Workshop,24144,Ths,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,4958,Advanced Television Workshop,24145,Ths,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,4960,Magazine Workshop,24148,Ths,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,4960,Magazine Workshop,24149,Ths,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,4991,Workshop,17491,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,4992,Workshop,23090,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,4993,Workshop,23092,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5151,Journalism Research,17484,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5153,Reporting Fundamentals,17485,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5156,Broadcast Writing & Reporting,17486,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5701,Journalism & Society,17487,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5856,Radio Workshop,17492,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5856,Radio Workshop,24130,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5856,Radio Workshop,24131,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5857,Digital Reporting Wkshop,17493,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5857,Digital Reporting Wkshop,24134,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5857,Digital Reporting Wkshop,24135,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5858,Television Workshop,17494,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5950,Narrative Nonfiction Workshop,17495,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5950,Narrative Nonfiction Workshop,24138,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5950,Narrative Nonfiction Workshop,24139,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5954,Investigative Workshop,24154,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5954,Investigative Workshop,24155,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5956,Advanced Radio Workshop,24142,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5956,Advanced Radio Workshop,24143,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5958,Advanced Television Workshop,24146,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5958,Advanced Television Workshop,24147,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5960,Advanced Magazine Workshop,24150,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5960,Advanced Magazine Workshop,24151,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5991,Workshop,17496,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5991,Workshop,23093,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,5992,Workshop,23091,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,6003,Digital Journalism 2,17135,Lec,N/A,1335,1625,00010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,6100,Writing Craft I,17136,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,6101,Mentorship I,17137,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,6102,Publishing I,22770,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,6103,Mentorship II,22771,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,6200,Writing Craft II,17479,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,6201,Mentorship III,17480,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,6202,Publishing II,22772,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,6203,Mentorship IV,22773,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,6701,Methods of Investigative Journ,17138,Lec,N/A,1435,1725,00111,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,7002,Journalism Exemplars,22774,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
JOUR,7701,Investigative Project,22775,Lec,N/A,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1102,Physical Activity and Health,21340,Lab,B07,1005,1125,00010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1102,Physical Activity and Health,21337,Lab,B04,1005,1125,00100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1102,Physical Activity and Health,21338,Lab,B05,1135,1255,00100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1102,Physical Activity and Health,21339,Lab,B06,1305,1425,00100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1102,Physical Activity and Health,21334,Lab,B01,1005,1125,01000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1102,Physical Activity and Health,21335,Lab,B02,1135,1255,01000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1102,Physical Activity and Health,21336,Lab,B03,1305,1425,01000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1102,Physical Activity and Health,21333,Lec,N/A,835,955,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1102,Physical Activity and Health,21341,Lab,B08,1605,1725,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1104,Foundations in Kinesiology,15568,Lab,B02,1305,1425,00010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1104,Foundations in Kinesiology,15569,Lab,B03,1135,1255,00010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1104,Foundations in Kinesiology,18425,Lab,B10,1305,1425,00011,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1104,Foundations in Kinesiology,15570,Lab,B04,1135,1255,00100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1104,Foundations in Kinesiology,15571,Lab,B05,1305,1425,00100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1104,Foundations in Kinesiology,15572,Lab,B06,1005,1125,00100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1104,Foundations in Kinesiology,15566,Lec,N/A,1005,1125,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1104,Foundations in Kinesiology,15567,Lab,B01,1305,1425,11000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1104,Foundations in Kinesiology,15573,Lab,B07,835,955,11000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1104,Foundations in Kinesiology,15574,Lab,B08,1005,1125,11000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1104,Foundations in Kinesiology,15575,Lab,B09,1135,1255,11000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1106,Philosophy and Ethics for KINE,21343,Tut,T01,N/A,N/A,00000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1106,Philosophy and Ethics for KINE,21342,Lec,N/A,1305,1425,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1108,Psychology and Physical Activi,21347,Lab,B03,1005,1125,00010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1108,Psychology and Physical Activi,21350,Lab,B06,1435,1555,00010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1108,Psychology and Physical Activi,21345,Lab,B01,1005,1125,01000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1108,Psychology and Physical Activi,21352,Lab,B08,1005,1125,10010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1108,Psychology and Physical Activi,21346,Lab,B02,1435,1555,11001,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1108,Psychology and Physical Activi,21348,Lab,B04,1005,1125,11001,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1108,Psychology and Physical Activi,21349,Lab,B05,1135,1255,11001,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1108,Psychology and Physical Activi,21351,Lab,B07,1305,1425,11001,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,1108,Psychology and Physical Activi,21344,Lec,N/A,835,925,11101,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2310,Physiology of Exercise,15581,Lab,B05,1005,1125,00010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2310,Physiology of Exercise,15582,Lab,B06,835,955,00010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2310,Physiology of Exercise,15583,Lab,B07,1305,1425,00010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2310,Physiology of Exercise,15578,Lab,B02,1305,1425,00100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2310,Physiology of Exercise,15584,Lab,B08,1435,1555,00110,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2310,Physiology of Exercise,15577,Lab,B01,1005,1125,01000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2310,Physiology of Exercise,15579,Lab,B03,1305,1425,01000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2310,Physiology of Exercise,15580,Lab,B04,835,955,01000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2310,Physiology of Exercise,15576,Lec,N/A,1135,1255,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2320,Kinesiological Anatomy,15589,Lab,B04,835,925,00010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2320,Kinesiological Anatomy,15590,Lab,B05,935,1025,00010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2320,Kinesiological Anatomy,15591,Lab,B06,1035,1125,00010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2320,Kinesiological Anatomy,15592,Lab,B07,1435,1525,00010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2320,Kinesiological Anatomy,15586,Lab,B01,835,925,01000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2320,Kinesiological Anatomy,15587,Lab,B02,935,1025,01000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2320,Kinesiological Anatomy,15588,Lab,B03,1035,1125,01000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2320,Kinesiological Anatomy,15585,Lec,N/A,835,925,11101,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2430,Motor Control & Learning,21357,Lab,B04,1135,1255,00010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2430,Motor Control & Learning,21358,Lab,B05,1305,1425,00010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2430,Motor Control & Learning,21354,Lab,B01,835,955,00100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2430,Motor Control & Learning,21353,Lec,N/A,1005,1125,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2430,Motor Control & Learning,21355,Lab,B02,1135,1255,10000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2430,Motor Control & Learning,21356,Lab,B03,1305,1425,10000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2430,Motor Control & Learning,21360,Lab,B07,1435,1555,10000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2430,Motor Control & Learning,21361,Lab,B08,1605,1725,10010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2430,Motor Control & Learning,21359,Lab,B06,835,955,11001,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2465,Introductory Biomechanics,21362,Lec,N/A,835,955,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2465,Introductory Biomechanics,21363,Lab,B01,935,1025,10000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2465,Introductory Biomechanics,21364,Lab,B02,1035,1125,10000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2465,Introductory Biomechanics,21365,Lab,B03,1135,1225,10000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2465,Introductory Biomechanics,21366,Lab,B04,1235,1325,10000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2465,Introductory Biomechanics,21367,Lab,B05,1135,1225,11001,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,2465,Introductory Biomechanics,21369,Lab,B07,1035,1125,11001,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3200,Sociocult Iss. in Phys Activit,21370,Lec,N/A,1435,1525,11010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3250,Human Nutrition,15593,Lec,N/A,1305,1425,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3250,Human Nutrition,21371,Lec,N/A,835,955,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3320,Anatomical Bas - Hmn Move,21372,Lec,N/A,935,1025,11111,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3414,Fitness Assessment/Prog Desgn,15600,Lab,B04,1135,1225,00011,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3414,Fitness Assessment/Prog Desgn,15597,Lab,B01,1235,1325,11000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3414,Fitness Assessment/Prog Desgn,15598,Lab,B02,1335,1425,11000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3414,Fitness Assessment/Prog Desgn,15599,Lab,B03,1435,1525,11000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3414,Fitness Assessment/Prog Desgn,15596,Lec,N/A,1605,1725,11100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3419,Appl Physio Principles Perform,21374,Lab,B01,1035,1155,00100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3419,Appl Physio Principles Perform,21375,Lab,B02,1205,1325,00100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3419,Appl Physio Principles Perform,21376,Lab,B03,1435,1555,00110,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3419,Appl Physio Principles Perform,21373,Lec,N/A,1335,1425,11101,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3430,Princples of Skill Acquisition,21378,Lec,N/A,1135,1255,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3440,Sensory and Motor Function,15604,Tut,T01,1135,1225,00001,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3440,Sensory and Motor Function,15605,Tut,T02,1235,1325,00011,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3440,Sensory and Motor Function,15603,Lec,N/A,1005,1125,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3476,Principles of Ergonomics,15607,Lab,B01,1005,1125,00100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3476,Principles of Ergonomics,15608,Lab,B02,1135,1255,00100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3476,Principles of Ergonomics,15609,Lab,B03,1305,1425,00100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3476,Principles of Ergonomics,15610,Lab,B04,1435,1555,00100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3476,Principles of Ergonomics,15611,Lab,B05,1605,1725,00110,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3476,Principles of Ergonomics,15606,Lec,N/A,835,955,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3482,Care & Prevention Injuries,21385,Lab,B06,1535,1655,00010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3482,Care & Prevention Injuries,21380,Lab,B01,1005,1125,00100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3482,Care & Prevention Injuries,21381,Lab,B02,1135,1255,00100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3482,Care & Prevention Injuries,21382,Lab,B03,1305,1425,00100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3482,Care & Prevention Injuries,21383,Lab,B04,1435,1555,00100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3482,Care & Prevention Injuries,21379,Lec,N/A,1005,1125,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3482,Care & Prevention Injuries,21384,Lab,B05,1535,1655,10000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3485,Psych Sport & Phys Activity,15612,Lec,N/A,835,955,00111,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3500,Prin Measurement & Evaluation,21389,Lab,B03,1135,1225,00010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3500,Prin Measurement & Evaluation,21390,Lab,B04,1235,1325,00010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3500,Prin Measurement & Evaluation,21391,Lab,B05,1335,1425,00010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3500,Prin Measurement & Evaluation,21393,Lab,B07,1635,1725,00100,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3500,Prin Measurement & Evaluation,21387,Lab,B01,1535,1625,01000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3500,Prin Measurement & Evaluation,21392,Lab,B06,1335,1425,01000,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3500,Prin Measurement & Evaluation,21386,Lec,N/A,835,925,11101,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3740,Coaching Science Seminar,15613,Lec,N/A,1435,1525,11010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,3741,Coaching Science Practicum,21394,Int,N/A,1035,1125,11111,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,4108,Mind/Body Connecti/ Well-Being,21395,Lec,N/A,1135,1255,10110,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,4412,X Adv Fitness Assessment,17708,Lec,N/A,1135,1255,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,4412,Y Adv Fitness Assessment,23343,Lec,N/A,1135,1255,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,4466,Advanced Biomechanics,15615,Lab,B01,1135,1225,11010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,4466,Advanced Biomechanics,15614,Lec,N/A,1035,1125,11101,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,4577,Cognitive Ergonomics,21396,Lec,N/A,1005,1125,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,4600,Case Studies in Kines Assessmt,15616,Lec,N/A,1005,1125,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,4600,Case Studies in Kines Assessmt,21397,Lec,N/A,1305,1425,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,4701,Sr Sem Strn Phys. Hi Perf Sprt,21398,Lec,N/A,1505,1755,00110,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,4702,Topic: Exercise and Skeleton,18107,Lec,N/A,1435,1725,00110,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
KINE,4703,Lumbar Spine Func and Dysfunc,15619,Lab,B01,1435,1525,01010,Placeholder,100,50,10,5,Winter,3,LSC 230,Dr. Who,T410,Halifax
